,word_counts,percentages
agency_count,637,43.333333333333336
communality_count,328,22.312925170068027
grindstone_count,166,11.292517006802722
standout_count,276,18.775510204081634
social_count,16,1.0884353741496597
radiology_count,40,2.7210884353741496
keen_good_count,7,0.4761904761904762
