,word_counts,percentages
agency_count,125,39.80891719745223
communality_count,65,20.70063694267516
grindstone_count,45,14.331210191082802
standout_count,68,21.656050955414013
social_count,4,1.2738853503184715
radiology_count,7,2.229299363057325
keen_good_count,0,0.0
