,word_counts,percentages
agency_count,1067,43.56880359330339
communality_count,449,18.33401388321764
grindstone_count,250,10.208248264597795
standout_count,567,23.1523070641078
social_count,33,1.347488770926909
radiology_count,72,2.939975500204165
keen_good_count,11,0.449162923642303
