,word_counts,percentages
agency_count,3001,44.63781050126432
communality_count,1267,18.845753383905993
grindstone_count,745,11.081362486984977
standout_count,1411,20.98765432098765
social_count,81,1.2048192771084338
radiology_count,170,2.528633050721404
keen_good_count,48,0.71396697902722
