,word_counts,percentages
agency_count,249,46.02587800369686
communality_count,108,19.963031423290204
grindstone_count,65,12.014787430683919
standout_count,105,19.408502772643253
social_count,5,0.9242144177449169
radiology_count,8,1.478743068391867
keen_good_count,1,0.18484288354898337
