,word_counts,percentages
agency_count,283,44.012441679626754
communality_count,119,18.506998444790046
grindstone_count,86,13.374805598755831
standout_count,130,20.21772939346812
social_count,8,1.244167962674961
radiology_count,16,2.488335925349922
keen_good_count,1,0.15552099533437014
