,word_counts,percentages
agency_count,85,45.45454545454545
communality_count,31,16.577540106951872
grindstone_count,23,12.299465240641712
standout_count,45,24.06417112299465
social_count,0,0.0
radiology_count,3,1.6042780748663104
keen_good_count,0,0.0
