,word_counts,percentages
agency_count,760,42.08194905869325
communality_count,357,19.767441860465116
grindstone_count,213,11.794019933554816
standout_count,408,22.591362126245848
social_count,22,1.2181616832779625
radiology_count,42,2.3255813953488373
keen_good_count,4,0.22148394241417496
