,od,p
agency,0.9982133809323536,0.9814282757595731
communality,0.947109375,0.3770246987064488
grindstone,0.8801214788322044,0.09165960730799597
standout,1.0866686210561032,0.13268001991251951
social,1.1636535996581927,0.4591241455504492
radiology,1.2965233763457176,0.0720475513883305
keen_good,0.7046518361241133,0.3664983223395297
