,od,p
agency,0.9940993788819876,0.9070904081736366
communality,0.9443203427046563,0.3458972627574101
grindstone,0.8777326535038837,0.08484309874109511
standout,1.083644263659055,0.14736496659757645
social,1.1609541610079468,0.459692552146556
radiology,1.3567519019442096,0.046778222756435006
