,od,p
agency,0.8953873391870547,0.02783041384760595
communality,0.9719993194984764,0.6809592128903761
grindstone,0.9762693845828894,0.783157828381717
standout,1.241059209525926,0.0002334765358972298
social,0.9469219831819448,0.9092780334704189
radiology,0.8780110942628457,0.4693306722163064
keen_good,0.8150961538461539,0.6297433325856124
